asteroid_diameter_km,asteroid_mass_kg,composition_type,metal_concentration_pct,water_ice_content_pct,delta_v_km_s,distance_au,orbital_period_years,spin_rate_hours,estimated_market_value_usd,extraction_tech_readiness,regulatory_risk_score,mining_viability,viability_score_composite,roi_estimate_log
4.06,48298642117631.0,C-type,9.44,32.3,5.05,1.24,1.37,22.79,30850784771.0,9,0.175,0,0.36251714285714287,5.097959318973558e-05
3.87,82403509030734.0,S-type,15.61,3.0,7.67,2.34,3.59,11.98,61720923063.0,9,0.251,1,0.26186857142857145,4.9032887981706084e-05
27.55,1.5115454730257228e+16,C-type,6.29,29.44,8.22,2.36,3.69,13.67,9372314981954.0,8,0.362,0,0.28494031746031745,0.0025932916456943055
9.55,1237490869099479.0,S-type,19.44,1.45,6.23,1.68,2.18,12.1,2191778941430.0,8,0.169,1,0.2819988888888889,0.004087842523402026
1.31,1629024465459.0,C-type,7.62,27.04,5.29,0.93,0.81,17.99,544927126.0,4,0.557,1,0.2804730158730159,7.688198337049249e-07
41.47,5.152318371573025e+16,C-type,4.57,22.55,6.76,2.3,3.68,6.43,12441393005942.0,4,0.453,0,0.23380301587301588,0.0037632272657484554
19.4,5275217658045513.0,C-type,7.42,21.32,6.2,1.9,2.7,24.29,3234290860232.0,5,0.207,0,0.260624126984127,0.002150475743820169
9.01,528797546236204.0,C-type,3.08,30.64,5.13,1.43,1.77,16.17,184904540832.0,9,0.42,1,0.33095428571428576,8.905082595921294e-05
3.42,28780876608170.0,C-type,1.83,31.45,7.92,2.74,4.64,9.87,2786765629.0,3,0.218,0,0.2218604761904762,2.1738497447646196e-07
1.42,2056638108684.0,C-type,8.59,29.6,5.72,0.72,0.63,8.25,729908096.0,4,0.168,1,0.2858901587301587,1.1141421333531146e-06
2.87,17032265604929.0,C-type,8.07,19.44,7.29,1.78,2.51,23.88,7394860596.0,5,0.406,0,0.24201269841269843,4.0392691848334665e-06
16.55,6434401331008311.0,S-type,22.4,3.47,6.54,2.31,3.52,10.8,4427483123494.0,7,0.197,1,0.28435920634920636,0.006980792045820037
43.01,5.750140246335575e+16,C-type,5.57,35.52,5.52,1.04,1.06,6.96,18998356876882.0,5,0.367,1,0.30553841269841275,0.016880765835298878
28.56,1.6826841816744536e+16,C-type,2.82,13.3,4.62,1.0,1.07,8.96,4592025042989.0,9,0.25,0,0.28518,0.0030288762599505387
2.49,21978421543349.0,S-type,4.38,1.59,9.69,3.69,7.23,22.54,5980423855.0,6,0.458,0,0.15052809523809524,5.948199822361649e-07
1.17,1155382151039.0,C-type,5.54,22.63,6.22,2.35,3.76,3.36,392443258.0,3,0.329,0,0.23452619047619047,1.6774941889057183e-07
5.31,108012223866750.0,C-type,5.23,27.75,10.47,3.25,5.92,9.17,28248520561.0,6,0.393,0,0.22126523809523813,3.1711326899278703e-06
0.54,430874680331.0,M-type,65.22,0.59,6.94,2.65,4.37,28.69,2862024032.0,6,0.244,0,0.4301738095238095,1.0617932486884873e-05
6.6,208191366265513.0,C-type,2.76,31.97,7.11,2.08,3.07,10.65,32964582400.0,1,0.506,0,0.2164896825396825,5.843398081598178e-06
3.75,38232448993104.0,C-type,2.37,32.62,9.9,3.92,7.86,15.15,10163585106.0,7,0.16,0,0.24368920634920632,4.995278125133922e-07
2.56,12149919072500.0,C-type,3.17,29.26,7.74,1.98,2.93,29.06,2117664988.0,3,0.405,0,0.2232219047619048,3.7602632605824206e-07
0.66,410240383182.0,S-type,16.55,3.37,6.11,1.72,2.23,24.88,531213321.0,1,0.072,1,0.20013539682539683,8.657957361774954e-07
8.3,413234116107700.0,C-type,9.75,32.04,8.17,2.65,4.45,8.57,239648903469.0,1,0.355,0,0.2295168253968254,9.59008065255602e-05
2.36,9557544981707.0,C-type,3.1,32.73,8.42,2.76,4.63,10.98,1877976245.0,5,0.359,0,0.24585984126984126,2.1839350228187394e-07
1.1,1893105198312.0,S-type,7.23,1.58,7.73,2.21,3.36,25.12,838727917.0,2,0.599,0,0.1454536507936508,3.161515439912313e-07
0.14,4126915859.0,S-type,13.32,2.49,5.88,1.43,1.85,25.83,3937448.0,2,0.395,1,0.19897222222222224,6.242493934509428e-09
4.34,58909375679521.0,C-type,13.19,32.25,8.25,2.65,4.38,11.35,36630651685.0,4,0.117,0,0.2760973015873016,1.9448425873931515e-05
37.59,3.837493011581308e+16,C-type,3.1,18.5,5.32,1.42,1.79,11.67,6400804701551.0,7,0.278,0,0.2696777777777778,0.0028928726057754783
32.9,2.5734482116025144e+16,C-type,6.69,21.41,5.13,1.85,2.48,15.09,15381842521414.0,8,0.177,1,0.30659317460317465,0.0136267571265351
2.59,12547323703003.0,C-type,3.54,30.58,4.35,1.24,1.52,36.36,3359393909.0,7,0.151,1,0.3215349206349206,2.805672988264934e-06
2.18,7441634372832.0,C-type,3.58,34.47,6.25,1.27,1.5,28.62,2065581813.0,9,0.249,0,0.32844428571428574,8.339487359555109e-07
7.87,351651714265055.0,C-type,9.01,23.95,4.23,0.77,0.68,21.22,156512322294.0,7,0.016,1,0.32523920634920633,0.00044516668447970977
1.35,3510405193066.0,S-type,11.92,0.62,5.73,1.7,2.32,5.14,2642875326.0,4,0.602,0,0.21212730158730161,3.553686823607696e-06
6.44,378558224585402.0,S-type,17.29,1.08,5.82,2.11,3.33,9.78,373998290222.0,9,0.328,1,0.2892571428571429,0.0006136560089380869
11.24,1025507527672340.0,C-type,1.23,12.83,8.98,3.85,7.44,10.2,126351356146.0,9,0.12,0,0.2151242857142857,3.9736512128378674e-06
19.54,1.0581671265036964e+16,S-type,13.07,1.36,5.04,1.37,1.53,37.89,10950728976508.0,3,0.177,0,0.21769333333333335,0.023496170269494687
3.97,45354039227804.0,C-type,5.55,21.75,7.65,1.88,2.85,10.06,14711346319.0,8,0.258,0,0.2670531746031746,4.844277266809903e-06
3.51,61356035892658.0,S-type,11.8,3.79,5.92,1.74,2.33,33.21,38211806719.0,1,0.148,0,0.18510968253968255,4.695430399331995e-05
1.56,2757478302204.0,C-type,2.77,15.86,7.7,2.15,3.17,7.72,652504051.0,2,0.166,0,0.1708822222222222,9.677673280973613e-08
1.66,3314426612969.0,C-type,8.13,19.95,5.58,1.59,2.0,8.23,1528264564.0,8,0.28,0,0.3015446031746032,1.5407089034713166e-06
3.42,56520027290753.0,S-type,8.13,3.04,8.38,2.37,3.77,17.91,22245481366.0,8,0.517,0,0.21081460317460318,7.64210069499976e-06
6.96,244097989339442.0,C-type,5.53,24.52,5.06,1.21,1.58,42.71,41998527103.0,6,0.47,1,0.29006095238095236,4.104468916234845e-05
13.41,1744038308708327.0,C-type,13.35,22.62,5.39,1.81,2.37,10.28,1367940386347.0,8,0.403,1,0.3331488888888889,0.0022344944607037456
1.71,3609645952160.0,C-type,3.04,27.47,6.92,2.1,3.03,1.57,568477405.0,8,0.116,0,0.28460174603174604,1.1641605634723666e-07
26.88,1.4026908001768368e+16,C-type,3.52,30.04,10.51,2.84,4.74,3.49,3605111819718.0,2,0.179,1,0.1762793650793651,0.0002991298753352744
3.24,24508229326688.0,C-type,2.43,27.56,9.57,2.39,3.77,15.46,3334962128.0,3,0.371,0,0.18901904761904761,2.610198583022803e-07
4.37,60227656440911.0,C-type,3.65,20.97,7.07,1.79,2.52,3.74,14563296814.0,7,0.159,0,0.2542877777777778,3.811612186885604e-06
1.83,4415371038073.0,C-type,10.37,18.16,5.4,1.27,1.59,6.1,2240806469.0,3,0.325,1,0.2521504761904762,3.5104999148740876e-06
0.24,10543865881.0,C-type,12.14,31.31,11.47,4.08,8.32,12.3,11720230.0,2,0.041,0,0.20085507936507938,2.128944170488187e-09
12.95,1568095873241760.0,C-type,6.08,26.51,5.99,1.34,1.8,1.72,738525411826.0,6,0.344,0,0.2849452380952381,0.0005346670417848098
10.85,923057883902152.0,C-type,5.47,29.49,5.11,1.07,1.06,8.99,447383070625.0,2,0.614,1,0.2595722222222222,0.0004526436504127453
3.2,46392594531822.0,S-type,21.56,3.58,6.23,1.39,1.56,4.8,59707799595.0,2,0.508,1,0.23020222222222222,0.00013876364404006612
4.86,82782815518145.0,C-type,4.2,19.25,5.2,1.0,1.14,3.67,27530071329.0,2,0.501,0,0.22248650793650795,2.1380374171492237e-05
8.32,416728570388437.0,C-type,1.64,21.52,6.86,2.09,3.03,6.41,56495957421.0,4,0.397,0,0.21756444444444445,6.371667824085189e-06
0.69,234544212599.0,C-type,9.25,31.98,5.38,1.79,2.25,5.18,186757147.0,7,0.314,1,0.33386063492063495,2.1391939540303953e-07
2.38,37332119978698.0,M-type,39.57,0.84,5.8,1.63,2.05,17.74,101500003680.0,6,0.6,1,0.3446095238095238,0.0004538599014488002
11.62,1135021375104132.0,C-type,14.58,29.6,7.23,1.71,2.27,31.73,581382040907.0,5,0.168,0,0.2993898412698413,0.0005981957836612865
0.99,711494204026.0,C-type,5.65,26.61,5.83,1.43,1.65,9.1,129806277.0,4,0.392,1,0.2635887301587302,8.879750011919465e-08
6.37,187141023984704.0,C-type,6.32,16.04,4.94,0.82,0.64,7.56,113050127660.0,2,0.445,0,0.22505079365079364,0.00016085253897134833
0.88,492313002486.0,C-type,12.87,25.05,8.03,2.66,4.31,8.75,394001231.0,8,0.166,0,0.30080460317460317,2.1486412196954342e-07
7.84,348696477753601.0,C-type,3.54,31.57,4.91,1.48,1.7,5.02,93234409038.0,2,0.26,1,0.26094936507936506,5.520174828389236e-05
4.29,112348957016051.0,S-type,17.16,1.01,4.79,1.01,1.08,4.34,185824318000.0,8,0.26,1,0.2921303174603175,0.0006911982762099708
0.65,748240508482.0,M-type,59.76,0.84,3.75,0.89,0.64,3.27,1726741312.0,4,0.478,1,0.4324330158730159,3.882443086951798e-05
18.13,4307511300457603.0,C-type,9.51,34.56,8.11,3.1,5.46,4.21,2032410281328.0,5,0.252,0,0.2814184126984127,0.0007164910035722018
1.86,4620598486876.0,C-type,5.9,24.0,7.31,1.55,1.98,44.95,1485049562.0,1,0.199,0,0.20228253968253967,6.430102348624644e-07
1.7,13565569750270.0,M-type,70.32,0.81,5.65,1.54,1.89,7.01,73153006803.0,2,0.477,1,0.42521793650793643,0.0006342240463888295
5.7,133901308627795.0,C-type,12.79,31.43,6.64,2.19,3.35,1.16,75023769640.0,8,0.615,0,0.3394817460317461,6.822252201888045e-05
17.79,4064916065738116.0,C-type,4.07,27.18,7.48,1.43,1.58,7.62,718491068442.0,1,0.567,0,0.20207396825396823,0.00021505998598742154
1.32,1678827054065.0,C-type,4.72,25.01,5.79,0.99,0.91,3.41,334144370.0,3,0.076,1,0.2445290476190476,2.3641002641954773e-07
4.83,81215115006352.0,C-type,7.77,26.05,5.38,1.38,1.58,12.78,50260659765.0,2,0.437,1,0.25459507936507936,5.668855485789078e-05
7.5,304537221258136.0,C-type,5.11,30.72,7.4,1.99,2.87,11.72,74499395467.0,5,0.078,0,0.26244126984126986,2.325058969378147e-05
10.3,788580191006563.0,C-type,4.11,34.69,5.51,1.37,1.63,12.74,170638844626.0,4,0.494,1,0.28624015873015873,9.746462490002592e-05
5.54,473254509565591.0,M-type,71.44,0.05,4.8,1.25,1.61,11.79,2502914740397.0,4,0.555,1,0.4617830158730158,0.03391080216379108
2.89,66896289303130.0,M-type,61.62,0.73,5.74,1.13,1.12,9.04,210523929008.0,4,0.282,0,0.41111444444444445,0.0018467949752457042
1.66,3305967343679.0,C-type,2.87,18.68,6.89,2.11,2.92,3.8,383809114.0,4,0.108,0,0.21353587301587304,7.461022179866279e-08
4.97,88692195226088.0,C-type,5.7,36.26,7.0,1.96,2.93,11.48,18486134556.0,4,0.441,0,0.2760244444444444,7.26493272291578e-06
1.24,5284316469117.0,M-type,75.78,0.39,8.47,2.23,3.18,27.53,23840570401.0,6,0.072,1,0.44995666666666667,7.79623587994747e-05
0.13,3458422603.0,S-type,6.32,1.23,7.18,1.64,2.16,51.98,2071994.0,2,0.089,0,0.14862079365079367,9.62172092515531e-10
7.57,313145898321349.0,C-type,5.96,24.32,5.4,1.48,1.7,10.07,102595375983.0,4,0.513,1,0.26410158730158734,8.455055965190797e-05
13.26,6493838919772113.0,M-type,57.8,0.35,6.03,1.27,1.23,10.98,27264335055802.0,7,0.105,1,0.4238849206349206,0.17473011967995702
0.26,25819178346.0,S-type,5.69,1.71,4.99,1.56,1.9,18.18,7713432.0,7,0.65,0,0.2343820634920635,6.8852365190214874e-09
1.33,1716046980895.0,C-type,4.89,26.62,5.26,0.91,0.95,40.23,317874803.0,1,0.507,1,0.235388253968254,2.9414403368139505e-07
9.42,604262831883853.0,C-type,2.93,22.81,7.2,2.02,2.76,8.26,233459749011.0,9,0.2,0,0.2772928571428571,4.369162638512773e-05
52.93,1.0715563686518338e+17,C-type,6.31,32.94,6.37,1.5,1.89,21.2,56696272576298.0,7,0.074,0,0.31083777777777777,0.034659088027668594
4.59,70099191708295.0,C-type,12.17,23.44,8.3,2.8,4.76,6.31,58150290625.0,6,0.116,0,0.2670952380952381,2.7033160087929428e-05
1.87,4731504969967.0,C-type,2.68,30.65,8.57,1.74,2.18,15.86,713847372.0,2,0.483,0,0.20246365079365078,9.506659339642851e-08
3.6,66121361463345.0,S-type,10.43,4.05,3.73,0.81,0.71,26.48,44431163826.0,6,0.746,0,0.26725095238095237,0.00018400761735141394
23.33,9178407785480050.0,C-type,3.34,26.36,7.8,1.91,2.8,4.34,1991662784719.0,5,0.186,0,0.23656698412698413,0.0003756630706731962
2.06,6357167210293.0,C-type,2.63,26.29,10.24,4.13,8.47,8.0,1712498326.0,9,0.56,0,0.2431042857142857,8.372759324218571e-08
1.72,3661828789380.0,C-type,7.04,26.53,7.71,2.1,3.03,26.15,1661574912.0,1,0.351,0,0.20871825396825397,6.347781913311482e-07
2.51,11440700721270.0,C-type,2.27,24.69,8.54,2.48,3.95,19.94,2186963635.0,5,0.302,0,0.21670555555555557,1.9560159462305707e-07
1.43,4128590484939.0,S-type,16.5,0.87,8.93,2.94,4.96,27.9,4024233102.0,3,0.357,1,0.17437190476190478,2.1133307622945974e-06
5.19,101156321036516.0,C-type,7.66,27.36,4.96,1.23,1.47,24.02,55553013771.0,9,0.345,1,0.34186285714285713,7.756241726366283e-05
31.49,2.255915764041663e+16,C-type,3.74,25.32,6.47,1.66,2.26,9.27,5848022216591.0,1,0.12,0,0.20960253968253964,0.0019622947480667425
6.6,208125091215683.0,C-type,5.84,23.98,5.77,1.25,1.41,70.76,72083435695.0,6,0.377,1,0.27953809523809525,5.6195556720260203e-05
3.31,26221542562737.0,C-type,16.48,34.68,9.49,2.35,3.62,13.59,18340804628.0,3,0.425,1,0.26772190476190477,1.001834964424395e-05
3.16,22749276613770.0,C-type,0.66,31.12,4.65,1.26,1.31,1.06,1826943103.0,1,0.138,0,0.2406825396825397,2.467485215882521e-07
0.69,234000273337.0,C-type,4.59,20.96,5.7,1.63,1.95,9.72,47345944.0,3,0.545,0,0.2331447619047619,2.543255546269579e-08
12.93,1562823052000294.0,C-type,12.26,29.61,8.16,2.44,3.77,8.37,1024064759605.0,2,0.273,0,0.24352079365079365,0.0005479742298055121
4.08,49148189344954.0,C-type,7.29,23.04,7.42,2.34,3.57,23.02,20924290435.0,8,0.053,0,0.2811688888888889,8.295110758490888e-06
3.61,33964852056286.0,C-type,7.51,35.53,6.7,1.9,2.72,8.49,7025316146.0,3,0.117,0,0.2742490476190476,4.052820099929035e-06
100.0,7.225663103256524e+17,C-type,11.83,27.25,9.97,2.95,5.16,29.35,432511147674286.0,7,0.107,0,0.26441920634920635,0.12249641589057965
6.41,374439230573726.0,S-type,17.92,4.74,5.04,2.43,3.81,19.04,288344867067.0,6,0.192,1,0.2805666666666667,0.0005928793016521549
1.82,4343177119382.0,C-type,6.91,26.2,5.16,1.38,1.74,5.47,1995311364.0,7,0.465,1,0.31030349206349206,2.175764520737722e-06
2.69,14015537973770.0,C-type,8.23,16.01,3.26,1.0,0.91,10.89,7830232603.0,7,0.405,0,0.3121563492063492,3.031815152721289e-05
17.78,4062112627654200.0,C-type,2.83,26.39,4.21,1.2,1.43,6.55,685336840105.0,1,0.065,1,0.24145825396825396,0.0004972738878141315
5.13,97790495933681.0,C-type,4.79,30.48,10.41,2.5,3.88,14.12,33375653432.0,4,0.1,0,0.20633015873015875,4.214973726899301e-06
0.8,366870334204.0,C-type,11.48,31.05,7.78,2.09,3.15,6.52,273255214.0,4,0.727,0,0.2723715873015873,1.6772300535682644e-07
13.51,1779838805114864.0,C-type,11.63,33.64,9.88,2.97,5.11,12.93,1049436800653.0,5,0.037,1,0.2618526984126984,0.0003148931608886005
2.01,22626573000077.0,M-type,59.41,0.91,7.3,2.19,3.04,9.8,135173129810.0,5,0.317,1,0.3916398412698413,0.00047229240061598166
42.43,5.521146501101918e+16,C-type,4.93,25.49,8.67,2.46,3.93,10.79,13177782715424.0,8,0.036,0,0.261221746031746,0.0024947849734369503
16.38,3175520873011682.0,C-type,2.85,38.58,5.26,2.01,2.94,62.85,950761912493.0,4,0.108,1,0.2964415873015873,0.0003253179357349795
2.62,12996694961644.0,C-type,8.15,22.35,6.75,1.36,1.53,9.13,5559995743.0,1,0.586,0,0.21433253968253965,4.214165662294644e-06
20.85,2.5237912878787604e+16,M-type,75.61,0.33,4.84,1.33,1.5,2.59,89757163527579.0,5,0.29,1,0.48984269841269845,0.80798089557549
4.86,83040941203242.0,C-type,3.09,34.74,4.89,1.21,1.31,27.46,15279613461.0,1,0.044,1,0.2578339682539683,8.934266752649723e-06
12.47,1401136744123710.0,C-type,6.98,32.08,6.22,1.36,1.39,27.29,401838682842.0,3,0.143,0,0.2686361904761905,0.0003071480014755947
8.02,372445998950654.0,C-type,6.72,25.57,9.32,3.0,4.96,2.5,181961119911.0,8,0.093,0,0.25933603174603176,3.5192361991274254e-05
1.62,3089996498765.0,C-type,5.02,22.1,7.72,2.32,3.66,6.95,574891629.0,5,0.489,0,0.23164984126984128,1.458535439334059e-07
2.07,6412662295700.0,C-type,8.64,29.07,4.93,1.65,2.03,17.26,4688681842.0,7,0.189,0,0.3291192063492064,6.2896058180338665e-06
15.42,5207098109355393.0,S-type,11.74,0.88,7.34,2.12,3.28,18.53,3094804975593.0,1,0.275,0,0.15585396825396827,0.0021591644869012696
3.0,19489243933004.0,C-type,13.31,23.55,8.18,2.11,3.2,12.14,17917499963.0,6,0.283,0,0.2736995238095238,1.1460036024468648e-05
2.76,15209488068125.0,C-type,4.84,17.95,8.71,3.12,5.67,12.36,4475849353.0,8,0.525,0,0.23767031746031747,6.930860309997956e-07
1.42,2088847816793.0,C-type,2.41,29.13,7.47,1.58,1.92,5.75,386451048.0,6,0.44,0,0.25698238095238096,6.469200453385531e-08
7.45,298870554610672.0,C-type,6.42,30.77,6.05,1.96,2.59,1.79,92952352667.0,4,0.57,0,0.276005873015873,5.507835919442733e-05
53.25,1.0911346958040242e+17,C-type,2.41,20.91,7.94,2.47,3.76,62.78,20668930873402.0,8,0.122,0,0.24783031746031747,0.0022744196465047696
1.24,1393662849097.0,C-type,1.85,31.86,7.24,1.35,1.53,5.61,206586602.0,8,0.075,0,0.2884403174603175,3.102622083171663e-08
4.61,139366770612006.0,S-type,24.92,1.78,8.81,3.24,5.61,14.03,130140422990.0,6,0.237,0,0.24582952380952378,9.854195639367053e-05
24.4,1.049913251681068e+16,C-type,2.3,32.28,8.88,2.41,3.7,10.73,1299705194735.0,8,0.635,0,0.26807174603174605,0.00011116504312864651
4.07,48830001427414.0,C-type,6.64,23.2,7.39,1.21,1.3,24.97,15865781251.0,6,0.473,0,0.2572552380952381,8.728638264299591e-06
7.71,331488256046008.0,C-type,2.7,23.91,10.68,3.76,7.15,13.36,48919802857.0,4,0.386,0,0.1744030158730159,2.4327555722294803e-06
1.25,1419688121099.0,C-type,5.52,30.46,8.38,2.95,4.97,13.77,674119438.0,6,0.302,0,0.26041238095238095,1.3415002741535236e-07
7.49,303979257064571.0,C-type,2.49,36.65,6.79,2.28,3.42,1.48,53196757038.0,9,0.138,0,0.32291000000000003,8.759296161322997e-06
3.58,33159676078354.0,C-type,1.73,25.51,6.0,0.85,0.81,6.25,3578915040.0,8,0.357,1,0.2866246031746032,9.296576788591571e-07
14.63,2261270042742555.0,C-type,7.71,29.97,7.17,1.45,1.65,22.1,849626812671.0,7,0.025,0,0.2960992063492064,0.0005199544270629374
18.63,9177488269098188.0,S-type,27.39,3.82,8.26,1.9,2.66,20.57,12381312694600.0,5,0.487,1,0.2585755555555556,0.01699437215585265
100.0,2.78554548618295e+18,M-type,62.35,0.12,6.9,1.97,2.77,5.69,1.0008465835279596e+16,7,0.388,1,0.42896634920634924,3.8095819117763243
8.99,524126642541351.0,C-type,1.91,15.76,7.72,1.84,2.5,3.45,55183596859.0,1,0.22,0,0.15574539682539681,6.227146436552843e-06
6.63,210170825643314.0,C-type,16.05,20.45,5.11,1.08,1.05,13.48,140374859415.0,8,0.358,1,0.3414388888888889,0.0004147335550625067
5.66,130952858737162.0,C-type,3.29,21.51,5.34,1.61,1.91,1.19,35325852559.0,5,0.172,0,0.2569598412698413,1.561572447293326e-05
2.93,18240698186313.0,C-type,3.78,10.92,7.48,1.68,2.34,4.86,4605367738.0,7,0.179,0,0.21880063492063492,1.1609616454840426e-06
6.73,219993005409235.0,C-type,12.81,27.69,6.23,0.8,0.77,49.81,145131259464.0,7,0.431,0,0.32308777777777775,0.00026607478308408704
3.14,22457145290378.0,C-type,7.01,21.69,6.52,2.27,3.52,38.71,9003482193.0,8,0.431,0,0.28885603174603175,4.54030050296052e-06
5.49,119284742655702.0,C-type,4.89,32.34,8.79,3.41,6.3,17.99,34642021451.0,7,0.098,0,0.26878634920634925,4.971582678546495e-06
21.78,7468168325520050.0,C-type,4.38,27.7,6.49,1.73,2.25,15.58,1885802389271.0,6,0.201,0,0.27457238095238096,0.0007180626158658137
1.34,1735856030021.0,C-type,9.73,16.5,8.54,2.29,3.51,2.56,1087572116.0,6,0.262,0,0.23308666666666666,4.4102089824321915e-07
17.6,3938742291021204.0,C-type,4.47,37.01,4.3,1.21,1.16,6.74,1230272199834.0,5,0.392,1,0.3230369841269841,0.0013448922049230595
21.77,7455208228625834.0,C-type,4.51,28.72,7.36,2.07,2.86,9.62,1281066835804.0,5,0.186,0,0.25461269841269846,0.00034735927189274816
3.89,42521388944813.0,C-type,3.59,14.61,6.58,2.08,2.93,6.85,9377398630.0,4,0.395,0,0.20863444444444446,2.5244906979161853e-06
0.35,31316075450.0,C-type,2.87,32.5,9.31,2.8,4.65,9.21,3855840.0,7,0.608,0,0.25375777777777775,3.3598349420977877e-10
2.16,7292852524257.0,C-type,5.19,35.8,8.31,3.05,5.24,34.45,2733363300.0,3,0.103,0,0.24277904761904762,5.072330413612684e-07
21.25,1.3617342172389044e+16,S-type,9.46,2.87,8.33,2.28,3.47,7.9,11542071769254.0,5,0.404,0,0.18300555555555556,0.00478598554156212
4.36,59903138027140.0,C-type,1.51,19.54,5.58,1.37,1.61,9.27,6247668073.0,3,0.103,0,0.2182790476190476,1.2784327101325486e-06
1.35,1781696284840.0,C-type,4.81,35.21,4.76,1.35,1.71,22.01,499364035.0,8,0.398,1,0.34575888888888895,4.5110794003133997e-07
2.45,10568355430526.0,C-type,3.16,20.24,9.14,3.04,5.54,3.91,1166458386.0,5,0.153,0,0.19834412698412698,1.0921506587319343e-07
12.29,1341154395435097.0,C-type,4.2,27.56,2.94,0.94,0.79,6.22,467177715510.0,6,0.409,1,0.3241466666666667,0.0011694483650557994
8.64,465585038137002.0,C-type,3.66,22.69,4.67,1.12,1.19,6.75,134095200457.0,1,0.173,1,0.2271068253968254,0.00010614551481750629
3.36,27519596717016.0,C-type,4.61,23.05,6.23,1.44,1.75,12.74,10906118449.0,4,0.158,0,0.24303444444444444,5.308894109845191e-06
2.89,34101834107273.0,S-type,15.41,2.57,5.64,2.2,3.27,9.24,51692449508.0,9,0.289,1,0.28877857142857144,7.825364430622701e-05
2.8,31174165250331.0,S-type,6.84,2.82,7.15,3.36,6.06,9.48,11708350001.0,5,0.146,0,0.1892326984126984,3.592960519618947e-06
1.48,2349910521787.0,C-type,9.67,35.7,7.64,3.49,6.43,7.16,1636005440.0,1,0.076,0,0.24774825396825398,6.036400248207045e-07
31.14,2.181616303932245e+16,C-type,6.54,28.39,5.79,0.73,0.65,5.17,12826279590691.0,4,0.096,1,0.2730601587301587,0.014359961082301833
3.04,20382979750071.0,C-type,13.25,26.28,7.0,2.04,2.82,19.83,9274364811.0,6,0.09,0,0.2985066666666667,8.249518452875453e-06
19.31,5202136006786404.0,C-type,1.59,31.49,6.02,1.78,2.38,9.3,639470706889.0,7,0.493,0,0.2926077777777778,0.00010091554898201441
27.82,3.053585477139545e+16,S-type,15.33,1.64,6.5,1.28,1.42,19.99,26465433066063.0,7,0.297,1,0.2511606349206349,0.041254423105107255
14.85,2366040469793707.0,C-type,4.37,26.59,4.03,0.72,0.62,5.01,821798082698.0,8,0.519,1,0.3285674603174603,0.0012847807030041956
2.67,13752502258683.0,C-type,6.01,20.09,6.81,1.77,2.26,7.15,2351684893.0,5,0.151,0,0.24257984126984125,1.100219579824598e-06
7.28,278239496496316.0,C-type,9.41,30.5,5.24,1.11,1.18,10.21,249766834825.0,6,0.175,1,0.3209495238095238,0.00040559378154216057
4.35,59617534438054.0,C-type,2.77,32.9,6.86,2.17,3.1,11.0,10856481367.0,2,0.58,0,0.23400222222222222,2.0158626069016934e-06
1.52,2513628224475.0,C-type,0.85,29.92,6.98,1.84,2.51,22.28,306153438.0,2,0.105,0,0.2156679365079365,1.8807405014256585e-08
6.61,209086351140546.0,C-type,15.51,21.84,5.48,0.85,0.92,8.63,169540980106.0,3,0.257,1,0.28260761904761905,0.00047320669702225247
1.09,932870084831.0,C-type,4.27,19.36,6.11,1.65,2.14,22.14,285013951.0,4,0.434,0,0.23231873015873017,1.230171531691074e-07
18.64,9187184933443862.0,S-type,9.36,1.34,4.52,0.99,1.02,16.44,3058749201052.0,6,0.491,0,0.2435552380952381,0.007017220291601422
2.57,23981837697124.0,S-type,13.29,3.38,6.65,2.0,2.91,11.18,18468314795.0,6,0.116,0,0.23496666666666666,1.8500509409910212e-05
5.71,134186238817022.0,C-type,4.44,30.94,5.45,2.37,3.51,5.69,47073852878.0,3,0.357,1,0.2660561904761905,2.0880229907946247e-05
6.3,180348349084923.0,C-type,1.7,13.89,6.33,1.52,2.05,22.32,26545523378.0,1,0.139,0,0.16915253968253965,4.469215357960939e-06
3.28,25610335755559.0,C-type,14.81,28.02,7.73,2.97,5.01,5.81,12389673897.0,3,0.719,0,0.26620476190476194,7.735061302111812e-06
9.06,537619790437672.0,C-type,3.86,25.84,7.66,2.01,2.95,11.98,132992056164.0,4,0.153,0,0.22797587301587302,2.906582529645183e-05
2.53,11768197335130.0,C-type,1.32,20.61,6.55,1.82,2.53,11.67,1066172506.0,9,0.259,0,0.2735385714285714,1.1632409343681539e-07
12.75,1497757377444161.0,C-type,11.81,17.55,6.77,1.83,2.39,10.32,731084690866.0,8,0.149,0,0.2920646031746032,0.0006654406202977671
0.89,511466631080.0,C-type,4.44,18.93,7.0,1.65,2.22,8.92,88212409.0,4,0.479,0,0.21899444444444444,3.016273315773472e-08
5.22,102516155639915.0,C-type,13.91,19.72,5.32,1.62,2.12,6.31,91994779345.0,7,0.48,0,0.31657777777777774,0.00017255529308815096
45.91,6.99263841322328e+16,C-type,5.96,15.46,5.56,1.09,1.33,3.34,33979527215236.0,9,0.417,0,0.2907914285714286,0.03086373701862561
1.35,1775107788875.0,C-type,5.13,29.58,9.8,3.27,5.92,37.45,1027177115.0,2,0.123,0,0.19148222222222222,1.2849393991296142e-07
1.99,21857887187458.0,M-type,51.9,0.17,6.09,1.64,2.09,8.22,47686906734.0,3,0.424,1,0.35444333333333333,0.0002527394960593694
